"field_agency_fire_id","field_agency_code","field_agency_data_timezone","field_situation_report_date","field_status_date","field_stage_of_control_status","field_system_fire_cause","field_response_type","field_fire_size","field_latitude","field_longitude","full_count"
"2023-V82531","bc","PDT","2023-08-06T21:52:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","0.01","49.734383000000001","-125.680617","6668"
"2023-V82558","bc","PDT","2023-08-07T01:16:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","2320.00","49.764082999999999","-125.7","6668"
"2023-VA2327","bc","PDT","2023-07-30T03:57:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","1.00","51.494332999999997","-126.6335","6668"
"2023-V80527","bc","PDT","2023-05-29T21:34:00.000Z","2023-11-10T20:31:00.000Z","OUT","H","FUL","230.00","50.370866999999997","-126.04365","6668"
"2023-VA1306","bc","PDT","2023-07-08T21:25:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","115.00","52.327182999999998","-126.081633","6668"
"2023-VA1335","bc","PDT","2023-07-09T01:38:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MOD","2337.60","52.819049999999997","-126.649383","6668"
"2023-V82603","bc","PDT","2023-08-07T05:55:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","30.00","50.195549999999997","-126.258233","6668"
"2023-VA2015","bc","PDT","2023-07-21T21:31:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","17.50","52.903033000000001","-126.78791699999999","6668"
"2023-VA2625","bc","PDT","2023-08-08T03:48:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","2.16","52.284382999999998","-126.421283","6668"
"2023-VA1381","bc","PDT","2023-07-09T16:37:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","40580.00","53.042499999999997","-126.33085","6668"
"2023-VA1456","bc","PDT","2023-07-10T02:12:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","4616.40","52.284416999999998","-125.729367","6668"
"2023-VA1462","bc","PDT","2023-07-10T03:20:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","1708.00","52.061549999999997","-125.739783","6668"
"2023-VA1638","bc","PDT","2023-07-13T04:06:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","3555.00","52.702199999999998","-126.498617","6668"
"2023-VA1735","bc","PDT","2023-07-15T23:43:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","3360.00","52.512050000000002","-125.905717","6668"
"2023-V81802","bc","PDT","2023-07-17T19:15:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","90.00","50.489617000000003","-125.383667","6668"
"2023-V81938","bc","PDT","2023-07-20T21:46:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","121.87","49.608632999999998","-126.111667","6668"
"2023-VA2752","bc","PDT","2023-08-14T23:45:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","330.00","52.821249999999999","-126.19753300000001","6668"
"2023-VA2756","bc","PDT","2023-08-15T01:29:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","0.01","52.360717000000001","-126.1357","6668"
"2023-V82787","bc","PDT","2023-08-17T15:17:00.000Z","2023-11-10T20:31:00.000Z","OUT","H","MON","425.00","49.591932999999997","-126.27735","6668"
"2023-VA2884","bc","PDT","2023-08-21T17:45:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","900.00","52.291567000000001","-126.06446699999999","6668"
"2023-V82990","bc","PDT","2023-08-28T17:53:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","80.00","49.942782999999999","-125.765867","6668"
"2023-V82991","bc","PDT","2023-08-28T18:10:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","18.29","49.871167","-125.788783","6668"
"2023-V82993","bc","PDT","2023-08-28T18:29:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","14.00","49.835867","-125.756967","6668"
"2023-V82994","bc","PDT","2023-08-28T18:47:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","0.50","49.815249999999999","-125.76083300000001","6668"
"2023-V83037","bc","PDT","2023-08-29T19:58:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","53.20","50.598050000000001","-126.04155","6668"
"2023-V83039","bc","PDT","2023-08-29T20:06:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","1.20","50.611567000000001","-126.11255","6668"
"2023-V93051","bc","PDT","2023-08-29T22:25:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","0.90","50.710116999999997","-126.1887","6668"
"2023-V83063","bc","PDT","2023-08-30T01:50:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","FUL","0.75","49.715583000000002","-125.919583","6668"
"2023-V83078","bc","PDT","2023-08-30T23:21:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MOD","167.40","50.143383","-126.137467","6668"
"2023-VA3107","bc","PDT","2023-09-01T21:02:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","48.10","52.926749999999998","-127.176917","6668"
"2023-V83111","bc","PDT","2023-09-01T22:04:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","7.00","49.552300000000002","-125.648217","6668"
"2023-V83127","bc","PDT","2023-09-02T20:40:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","0.50","49.617083000000001","-125.60678299999999","6668"
"2023-V83128","bc","PDT","2023-09-02T20:41:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","1217.10","49.507599999999996","-125.5733","6668"
"2023-V83149","bc","PDT","2023-09-03T04:39:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","0.01","50.636000000000003","-126.079367","6668"
"2023-V83246","bc","PDT","2023-09-13T22:51:00.000Z","2023-11-10T20:31:00.000Z","OUT","N","MON","0.01","49.732582999999998","-125.80249999999999","6668"
"2023-R20264","bc","PDT","2023-05-11T02:10:00.000Z","2023-11-10T18:01:00.000Z","OUT","H","FUL","1.10","54.797333000000002","-126.13466699999999","6668"
"2023-R11546","bc","PDT","2023-07-11T19:11:00.000Z","2023-11-10T18:01:00.000Z","UC","N","FUL","138.00","54.160117","-126.100183","6668"
"2023-K52125","bc","PDT","2023-07-22T22:53:00.000Z","2023-11-10T17:01:00.000Z","OUT","N","FUL","46504.20","49.172583000000003","-120.060717","6668"
"355","qc","EST","2023-06-01T22:00:00.000Z","2023-11-10T16:43:25.000Z","OUT","H","MOD","52.90","53.0083","-78.8156","6668"
"578","qc","EST","2023-07-05T17:01:00.000Z","2023-11-10T16:34:09.000Z","OUT","N","MON","4132.80","51.1294","-77.0175","6668"
"473","qc","EST","2023-06-10T18:18:00.000Z","2023-11-10T16:27:36.000Z","OUT","N","FUL","27602.40","50.5739","-75.0111","6668"
"586","qc","EST","2023-07-05T20:45:00.000Z","2023-11-10T16:06:25.000Z","OUT","N","MOD","4720.70","51.9231","-77.7808","6668"
"588","qc","EST","2023-07-05T20:09:00.000Z","2023-11-10T16:05:01.000Z","OUT","N","MON","32074.10","53.3478","-76.9061","6668"
"589","qc","EST","2023-07-05T22:37:00.000Z","2023-11-10T16:03:52.000Z","OUT","N","MON","1143.30","53.2592","-76.9775","6668"
"596","qc","EST","2023-07-06T23:56:00.000Z","2023-11-10T15:58:13.000Z","OUT","H","FUL","0.10","45.4978","-76.0269","6668"
"611","qc","EST","2023-07-05T05:43:00.000Z","2023-11-10T15:53:17.000Z","OUT","N","MON","610.40","55.6811","-74.9025","6668"
"616","qc","EST","2023-07-09T23:04:00.000Z","2023-11-10T15:51:02.000Z","OUT","H","FUL","0.10","49.8711","-76.9358","6668"
"618","qc","EST","2023-07-08T03:59:00.000Z","2023-11-10T15:46:09.000Z","OUT","N","MON","11006.50","56.9725","-67.3606","6668"
"619","qc","EST","2023-07-05T20:36:00.000Z","2023-11-10T15:45:12.000Z","OUT","N","MON","1529.60","54.2244","-77.3661","6668"
"621","qc","EST","2023-07-05T21:19:00.000Z","2023-11-10T15:42:14.000Z","OUT","N","MON","1513.50","52.6203","-77.0033","6668"
"634","qc","EST","2023-07-17T21:18:00.000Z","2023-11-10T15:39:18.000Z","OUT","N","FUL","0.10","50.0181","-79.0653","6668"
"656","qc","EST","2023-08-06T03:00:00.000Z","2023-11-10T15:33:37.000Z","OUT","H","FUL","0.00","48.1058","-77.7728","6668"
"659","qc","EST","2023-08-17T20:00:00.000Z","2023-11-10T15:27:02.000Z","OUT","H","FUL","0.00","48.3086","-79.0267","6668"
"660","qc","EST","2023-08-17T20:00:00.000Z","2023-11-10T14:39:42.000Z","OUT","H","FUL","0.00","46.6042","-74.8447","6668"
"661","qc","EST","2023-08-22T22:30:00.000Z","2023-11-10T14:36:42.000Z","OUT","H","FUL","0.00","45.6483","-76.1961","6668"
"676","qc","EST","2023-09-05T05:00:00.000Z","2023-11-10T14:22:30.000Z","OUT","N","FUL","0.00","47.9644","-77.0175","6668"
"704","qc","EST","2023-10-05T18:00:00.000Z","2023-11-10T14:04:01.000Z","OUT","H","FUL","0.20","47.8139","-74.8267","6668"
"236","qc","EST","2023-06-01T18:45:00.000Z","2023-11-10T13:35:24.000Z","OUT","N","FUL","6613.80","49.3775","-72.0669","6668"
"HWF-171-2023","ab","MST","2023-11-10T20:29:00.000Z","2023-11-10T13:29:00.000Z","UC","H","FUL","0.50","59.1246","-118.321567","6668"
"479","qc","EST","2023-06-12T08:00:00.000Z","2023-11-10T13:19:14.000Z","OUT","N","MON","27742.90","52.5225","-70.4006","6668"
"2023-R51704","bc","PDT","2023-07-15T01:37:00.000Z","2023-11-09T23:01:00.000Z","OUT","N","MON","0.01","53.847917000000002","-128.67378299999999","6668"
"2023-R51251","bc","PDT","2023-07-08T03:07:00.000Z","2023-11-09T23:01:00.000Z","OUT","N","MON","0.10","53.807333","-128.94999999999999","6668"
"2023-R51253","bc","PDT","2023-07-08T04:57:00.000Z","2023-11-09T23:01:00.000Z","OUT","N","MON","0.01","53.811582999999999","-128.95291700000001","6668"
"2023-R51345","bc","PDT","2023-07-09T02:17:00.000Z","2023-11-09T23:01:00.000Z","OUT","N","MON","0.01","54.950000000000003","-129.230617","6668"
"2023-R51656","bc","PDT","2023-07-13T04:51:00.000Z","2023-11-09T23:01:00.000Z","OUT","N","MON","20.00","53.770088000000001","-128.337828","6668"
"2023-R52208","bc","PDT","2023-07-23T23:15:00.000Z","2023-11-09T22:31:00.000Z","OUT","N","MON","0.01","56.202782999999997","-129.38149999999999","6668"
"2023-R51657","bc","PDT","2023-07-13T20:51:00.000Z","2023-11-09T22:31:00.000Z","OUT","N","MON","6.00","54.854349999999997","-129.09555","6668"
"2023-R52946","bc","PDT","2023-08-25T22:13:00.000Z","2023-11-09T22:01:00.000Z","OUT","H","FUL","0.01","54.563949999999998","-127.735416","6668"
"2023-K52767","bc","PDT","2023-08-16T02:00:00.000Z","2023-11-09T22:01:00.000Z","OUT","H","FUL","13970.40","49.908116999999997","-119.63283300000001","6668"
"2023-R52483","bc","PDT","2023-08-05T17:33:00.000Z","2023-11-09T22:01:00.000Z","OUT","N","MON","0.01","54.240499999999997","-128.17933300000001","6668"
"2023-K52813","bc","PDT","2023-08-18T14:05:00.000Z","2023-11-09T21:01:00.000Z","OUT","H","FUL","2043.80","49.301417000000001","-119.70908300000001","6668"
"2023-G82494","bc","PDT","2023-08-05T23:11:00.000Z","2023-11-09T21:01:00.000Z","OUT","N","MON","180.00","58.444049999999997","-121.05466699999999","6668"
"467","qc","EST","2023-06-11T18:00:00.000Z","2023-11-09T20:19:26.000Z","OUT","N","FUL","68621.90","50.7289","-76.2622","6668"
"417","qc","EST","2023-06-01T20:00:00.000Z","2023-11-09T20:11:21.000Z","OUT","N","FUL","1.30","47.6483","-72.6414","6668"
"431","qc","EST","2023-06-01T22:00:00.000Z","2023-11-09T20:01:24.000Z","OUT","N","FUL","77.10","49.0792","-75.0025","6668"
"601","qc","EST","2023-07-07T19:00:00.000Z","2023-11-09T19:47:37.000Z","OUT","N","MOD","155279.10","53.0433","-77.1397","6668"
"345","qc","EST","2023-06-01T19:08:00.000Z","2023-11-09T18:57:29.000Z","OUT","N","FUL","10.00","49.1014","-76.7131","6668"
"576","qc","EST","2023-07-05T00:30:00.000Z","2023-11-09T18:51:02.000Z","OUT","H","FUL","0.00","48.2353","-79.0403","6668"
"2023-K20791","bc","PDT","2023-06-15T16:54:00.000Z","2023-11-09T18:01:00.000Z","OUT","H","FUL","0.01","50.665233000000001","-119.86238299999999","6668"
"2023-V33341","bc","PDT","2023-09-22T04:38:00.000Z","2023-11-09T17:31:00.000Z","OUT","H","FUL","1.15","49.939782999999998","-122.386967","6668"
"280","qc","EST","2023-06-01T21:28:00.000Z","2023-11-09T16:56:46.000Z","OUT","N","FUL","1.60","49.0036","-79.4328","6668"
"568","qc","EST","2023-07-04T16:00:00.000Z","2023-11-09T16:54:25.000Z","OUT","H","FUL","0.50","48.3058","-77.9594","6668"
"514","qc","EST","2023-06-11T14:12:00.000Z","2023-11-09T16:10:08.000Z","OUT","N","FUL","0.00","49.3658","-74.9711","6668"
"2023-G93461","bc","PDT","2023-10-30T20:00:00.000Z","2023-11-09T16:01:00.000Z","OUT","H","FUL","0.20","58.807667000000002","-122.575833","6668"
"614","qc","EST","2023-07-05T13:59:00.000Z","2023-11-09T14:02:35.000Z","OUT","N","MOD","9.90","53.105","-77.8372","6668"
"492","qc","EST","2023-06-13T18:00:00.000Z","2023-11-09T13:49:35.000Z","OUT","N","MON","32137.20","51.1867","-74.0806","6668"
"581","qc","EST","2023-07-05T13:38:00.000Z","2023-11-09T13:26:03.000Z","OUT","N","MON","232.10","52.7619","-78.4436","6668"
"393","qc","EST","2023-06-02T00:30:00.000Z","2023-11-09T13:07:30.000Z","OUT","N","FUL","423.70","48.0522","-74.0336","6668"
"LWF-158-2023","ab","MST","2023-06-22T16:42:00.000Z","2023-11-09T09:00:00.000Z","OUT","H","FUL","0.01","55.924567","-110.6912","6668"
"LWF-148-2023","ab","MST","2023-06-07T22:19:00.000Z","2023-11-09T09:00:00.000Z","OUT","N","FUL","2317.00","55.935333","-111.104617","6668"
"LWF-138-2023","ab","MST","2023-05-29T21:53:00.000Z","2023-11-09T09:00:00.000Z","OUT","N","FUL","4800.00","55.628167","-110.361883","6668"
"LWF-084-2023","ab","MST","2023-05-04T03:35:00.000Z","2023-11-09T09:00:00.000Z","OUT","H","FUL","153.00","54.622383","-111.8293","6668"
"2023-G32885","bc","PDT","2023-08-21T17:25:00.000Z","2023-11-09T00:01:00.000Z","OUT","N","MOD","3.52","52.135533000000002","-119.206","6668"
"2023-VA1167","bc","PDT","2023-07-07T01:53:00.000Z","2023-11-08T23:01:00.000Z","OUT","N","FUL","100.00","52.826883000000002","-125.77158300000001","6668"
"2023-G33333","bc","PDT","2023-09-21T21:11:00.000Z","2023-11-08T22:31:00.000Z","OUT","N","FUL","0.01","52.741500000000002","-119.240583","6668"
"2023-C50101","bc","PDT","2023-04-27T22:49:00.000Z","2023-11-08T21:31:00.000Z","OUT","H","MOD","21.49","51.919133000000002","-123.12731700000001","6668"
"2023-C43435","bc","PDT","2023-10-22T00:59:00.000Z","2023-11-08T21:31:00.000Z","OUT","H","MOD","1.64","52.074416999999997","-121.334383","6668"
"2023-C43433","bc","PDT","2023-10-21T19:49:00.000Z","2023-11-08T21:31:00.000Z","OUT","H","MOD","0.27","52.080866999999998","-121.31653300000001","6668"
"2023-V93356","bc","PDT","2023-09-25T00:17:00.000Z","2023-11-08T21:01:00.000Z","OUT","N","MOD","0.01","50.648099999999999","-126.92440000000001","6668"
"2023-V93228","bc","PDT","2023-09-11T21:43:00.000Z","2023-11-08T21:01:00.000Z","OUT","N","FUL","0.01","50.823082999999997","-126.712283","6668"
"2023-K20710","bc","PDT","2023-06-10T19:01:00.000Z","2023-11-08T21:01:00.000Z","OUT","N","MON","0.01","51.982900000000001","-119.10901699999999","6668"
"711","qc","EST","2023-11-04T15:00:00.000Z","2023-11-08T20:01:24.000Z","OUT","H","FUL","0.00","46.3186","-73.8828","6668"
"2023-V92832","bc","PDT","2023-08-18T20:31:00.000Z","2023-11-08T20:01:00.000Z","OUT","H","MOD","0.01","50.582433000000002","-127.12994999999999","6668"
"367","qc","EST","2023-06-01T19:30:00.000Z","2023-11-08T19:32:36.000Z","OUT","N","FUL","4678.60","50.6536","-74.1511","6668"
"486","qc","EST","2023-06-16T21:30:00.000Z","2023-11-08T19:32:07.000Z","OUT","H","FUL","0.10","48.0942","-77.7661","6668"
"463","qc","EST","2023-06-09T21:00:00.000Z","2023-11-08T19:06:19.000Z","OUT","H","FUL","0.00","48.2353","-79.0403","6668"
"448","qc","EST","2023-06-07T00:00:00.000Z","2023-11-08T18:45:24.000Z","OUT","H","FUL","0.20","48.5961","-78.9864","6668"
"2023-V83234","bc","PDT","2023-09-11T22:43:00.000Z","2023-11-08T18:31:00.000Z","OUT","H","FUL","0.01","49.714967000000001","-126.57126700000001","6668"
"2023-V90513","bc","PDT","2023-05-28T02:45:00.000Z","2023-11-08T18:31:00.000Z","OUT","H","FUL","0.01","50.5578","-127.03945","6668"
"579","qc","EST","2023-07-05T11:26:00.000Z","2023-11-08T18:11:40.000Z","OUT","N","MON","5445.40","52.6014","-76.1744","6668"
"447","qc","EST","2023-06-07T00:00:00.000Z","2023-11-08T18:11:18.000Z","OUT","H","FUL","0.50","48.5397","-79.0372","6668"
"2023-V83168","bc","PDT","2023-09-06T01:38:00.000Z","2023-11-08T18:01:00.000Z","OUT","N","FUL","0.01","49.932966999999998","-126.01133299999999","6668"
"2023-V80993","bc","PDT","2023-06-29T16:04:00.000Z","2023-11-08T18:01:00.000Z","OUT","H","FUL","0.01","49.627450000000003","-125.09438299999999","6668"
"2023-V81273","bc","PDT","2023-07-08T07:33:00.000Z","2023-11-08T17:31:00.000Z","OUT","H","FUL","0.01","50.070416999999999","-125.63291700000001","6668"
"2023-V80523","bc","PDT","2023-05-29T01:41:00.000Z","2023-11-08T17:31:00.000Z","OUT","H","FUL","0.01","49.793233000000001","-126.334183","6668"
"2023-V80536","bc","PDT","2023-05-30T20:54:00.000Z","2023-11-08T17:31:00.000Z","OUT","H","FUL","0.01","49.897660999999999","-125.383602","6668"
"2023-V80574","bc","PDT","2023-06-03T02:03:00.000Z","2023-11-08T17:01:00.000Z","OUT","H","FUL","1.25","50.460700000000003","-125.35758300000001","6668"
"636","qc","EST","2023-07-17T20:50:00.000Z","2023-11-08T16:57:47.000Z","OUT","N","MON","0.00","52.4708","-77.7369","6668"
"681","qc","EST","2023-09-03T17:00:00.000Z","2023-11-08T16:24:18.000Z","OUT","H","FUL","0.00","50.0897","-75.5778","6668"
"450","qc","EST","2023-06-02T01:00:00.000Z","2023-11-08T15:44:43.000Z","OUT","N","FUL","20475.70","50.6519","-73.1058","6668"
"135","qc","EST","2023-05-18T23:10:00.000Z","2023-11-08T15:25:08.000Z","OUT","H","FUL","0.00","48.0906","-77.8792","6668"
"539","qc","EST","2023-07-02T17:00:00.000Z","2023-11-08T15:16:44.000Z","OUT","N","FUL","8.40","48.4925","-75.6328","6668"
"376","qc","EST","2023-06-02T12:34:00.000Z","2023-11-08T14:15:17.000Z","OUT","N","FUL","29790.20","48.9044","-75.8253","6668"
"29","qc","EST","2023-05-06T20:00:00.000Z","2023-11-08T13:17:21.000Z","OUT","H","FUL","16.80","48.0353","-66.6747","6668"
"EWF-086-2023","ab","MST","2023-11-06T23:36:00.000Z","2023-11-08T10:05:00.000Z","OUT","H","FUL","0.05","53.627817","-116.028333","6668"
"688","qc","EST","2023-09-24T17:00:00.000Z","2023-11-07T23:52:15.000Z","OUT","H","FUL","0.00","45.5361","-75.9925","6668"
"696","qc","EST","2023-09-30T20:00:00.000Z","2023-11-07T23:37:36.000Z","OUT","H","FUL","0.10","46.7869","-76.4128","6668"
"2023-N52784","bc","PDT","2023-08-16T01:20:00.000Z","2023-11-07T23:31:00.000Z","OUT","N","MOD","14.00","48.998583000000004","-117.211983","6668"
"2023-N10251","bc","PDT","2023-05-08T23:35:00.000Z","2023-11-07T23:31:00.000Z","OUT","N","FUL","0.01","49.419832999999997","-115.635333","6668"
"701","qc","EST","2023-10-04T19:25:00.000Z","2023-11-07T23:24:01.000Z","OUT","H","FUL","0.00","49.0522","-79.3894","6668"
"702","qc","EST","2023-10-04T21:00:00.000Z","2023-11-07T23:18:02.000Z","OUT","H","FUL","0.60","46.2961","-76.2253","6668"
"703","qc","EST","2023-10-01T21:00:00.000Z","2023-11-07T23:13:24.000Z","OUT","N","FUL","0.30","45.9717","-75.7881","6668"
"2023-VA1291","bc","PDT","2023-07-08T20:11:00.000Z","2023-11-07T22:31:00.000Z","OUT","N","MON","5.02","52.290782999999998","-127.071533","6668"
"2023-V80326","bc","PDT","2023-05-15T21:03:00.000Z","2023-11-07T22:31:00.000Z","OUT","H","FUL","3.84","50.446432999999999","-126.202033","6668"
"2023-C52978","bc","PDT","2023-08-27T21:21:00.000Z","2023-11-07T22:01:00.000Z","UC","N","FUL","16842.00","51.581049999999998","-125.08241700000001","6668"
"2023-C23455","bc","PDT","2023-10-28T20:02:00.000Z","2023-11-07T21:31:00.000Z","UC","H","FUL","0.04","52.043967000000002","-121.7008","6668"
"2023-C23459","bc","PDT","2023-10-30T18:53:00.000Z","2023-11-07T21:31:00.000Z","UC","H","FUL","5.99","52.039417","-121.6935","6668"
"2023-C23452","bc","PDT","2023-10-27T23:22:00.000Z","2023-11-07T21:01:00.000Z","UC","H","FUL","2.13","52.043500000000002","-121.70180000000001","6668"
"357","qc","EST","2023-06-01T21:00:00.000Z","2023-11-07T20:23:14.000Z","OUT","N","MON","212431.90","52.8964","-73.4064","6668"
"440","qc","EST","2023-06-06T18:50:00.000Z","2023-11-07T20:02:54.000Z","OUT","H","FUL","0.30","48.41","-77.9297","6668"
"2023-V13376","bc","PDT","2023-09-30T02:10:00.000Z","2023-11-07T20:01:00.000Z","OUT","N","MOD","0.00","49.374066999999997","-122.454183","6668"
"2023-V10331","bc","PDT","2023-05-16T01:31:00.000Z","2023-11-07T19:31:00.000Z","OUT","H","FUL","1.00","49.086182999999998","-121.67829999999999","6668"
"2023-K20560","bc","PDT","2023-06-01T19:44:00.000Z","2023-11-07T19:31:00.000Z","OUT","H","FUL","0.01","50.619250000000001","-120.44995","6668"
"312","qc","EST","2023-06-01T20:00:00.000Z","2023-11-07T19:23:48.000Z","OUT","N","FUL","20391.80","49.0308","-76.5067","6668"
"429","qc","EST","2023-06-05T01:00:00.000Z","2023-11-07T18:52:44.000Z","OUT","H","FUL","3.20","48.7547","-78.0683","6668"
"311","qc","EST","2023-06-01T19:00:00.000Z","2023-11-07T18:23:52.000Z","OUT","N","FUL","0.00","48.8122","-76.2692","6668"
"2023-VA1507","bc","PDT","2023-07-10T22:59:00.000Z","2023-11-07T18:01:00.000Z","OUT","N","FUL","1.81","52.452750000000002","-126.00005","6668"
"2023-V93289","bc","PDT","2023-09-16T19:30:00.000Z","2023-11-07T18:01:00.000Z","UC","N","MON","433.00","51.734732999999999","-125.814217","6668"
"309","qc","EST","2023-06-01T20:00:00.000Z","2023-11-07T17:48:21.000Z","OUT","N","FUL","1136.30","48.7808","-76.2869","6668"
"232","qc","EST","2023-06-01T18:25:00.000Z","2023-11-07T16:33:07.000Z","OUT","N","FUL","1096.80","49.3694","-72.0669","6668"
"418","qc","EST","2023-06-01T22:31:00.000Z","2023-11-07T16:29:27.000Z","OUT","N","FUL","1658.40","48.5694","-76.3225","6668"
"2023-R23388","bc","PDT","2023-10-02T19:25:00.000Z","2023-11-07T15:31:00.000Z","OUT","H","FUL","0.01","54.885950000000001","-126.21596700000001","6668"
